loss before update	loss after update	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
233.343	230.387	0.5087039470672607	0	25.6	16.7448499545	89.0	9.0	25.6	16.7448499545	1024	1024
122.899	122.553	0.7647786140441895	1	22.2666666667	10.8738217753	70.0	8.0	22.2666666667	10.8738217753	1002	2026
157.288	157.361	1.0726957321166992	2	25.3414634146	13.6213780258	57.0	9.0	25.3414634146	13.6213780258	1039	3065
105.928	105.985	1.4464447498321533	3	20.6326530612	10.2930407985	62.0	9.0	20.6326530612	10.2930407985	1011	4076
122.655	122.65	1.7179181575775146	4	22.9090909091	11.2952487634	50.0	10.0	22.9090909091	11.2952487634	1008	5084
120.503	120.538	1.9928467273712158	5	21.5510204082	11.4036535937	58.0	10.0	21.5510204082	11.4036535937	1056	6140
102.005	101.931	2.244947910308838	6	21.0416666667	10.2224392338	49.0	8.0	21.0416666667	10.2224392338	1010	7150
95.8049	95.7417	2.498845100402832	7	20.7346938776	9.53998141059	50.0	9.0	20.7346938776	9.53998141059	1016	8166
190.993	190.733	2.798471212387085	8	27.1891891892	14.9573047107	72.0	9.0	27.1891891892	14.9573047107	1006	9172
213.124	212.418	3.0950851440429688	9	24.0476190476	15.6067024383	101.0	9.0	24.0476190476	15.6067024383	1010	10182
108.167	108.196	3.4312076568603516	10	20.44	10.8906565459	60.0	9.0	20.44	10.8906565459	1022	11204
168.402	168.157	3.8702547550201416	11	25.025	14.2469075592	67.0	9.0	25.025	14.2469075592	1001	12205
100.078	99.7679	4.1373748779296875	12	20.24	10.0609343502	58.0	10.0	20.24	10.0609343502	1012	13217
76.6268	76.5541	4.465631723403931	13	20.02	7.7961272437	43.0	10.0	20.02	7.7961272437	1001	14218
126.23	126.163	4.892326354980469	14	22.4888888889	11.6287425941	57.0	9.0	22.4888888889	11.6287425941	1012	15230
118.594	118.549	5.275251150131226	15	21.0625	11.4517215773	63.0	9.0	21.0625	11.4517215773	1011	16241
205.317	205.154	5.59044885635376	16	26.7894736842	16.2612841707	73.0	10.0	26.7894736842	16.2612841707	1018	17259
169.513	169.447	5.891495704650879	17	22.347826087	13.8865236381	91.0	11.0	22.347826087	13.8865236381	1028	18287
170.313	169.916	6.24221658706665	18	24.0238095238	14.4888924537	75.0	9.0	24.0238095238	14.4888924537	1009	19296
138.371	138.268	6.552574157714844	19	23.3181818182	12.442180325	69.0	9.0	23.3181818182	12.442180325	1026	20322
182.397	182.411	6.859927177429199	20	22.2666666667	15.0412765416	83.0	9.0	22.2666666667	15.0412765416	1002	21324
107.323	107.251	7.26447868347168	21	22.9111111111	10.0638455699	51.0	11.0	22.9111111111	10.0638455699	1031	22355
126.739	126.589	7.577906370162964	22	22.085106383	11.7180162929	70.0	12.0	22.085106383	11.7180162929	1038	23393
120.851	120.664	7.843317270278931	23	21.4255319149	11.1655714775	72.0	9.0	21.4255319149	11.1655714775	1007	24400
102.672	102.607	8.176754713058472	24	20.26	9.78940243324	73.0	9.0	20.26	9.78940243324	1013	25413
76.8525	76.8207	8.475006580352783	25	21.2708333333	7.0967703433	41.0	10.0	21.2708333333	7.0967703433	1021	26434
113.836	113.807	8.764120101928711	26	21.5744680851	10.9208850878	55.0	9.0	21.5744680851	10.9208850878	1014	27448
84.9873	84.9999	9.163921117782593	27	19.0943396226	8.95326260959	50.0	9.0	19.0943396226	8.95326260959	1012	28460
104.233	104.217	9.443117380142212	28	22.0434782609	10.2892018572	47.0	9.0	22.0434782609	10.2892018572	1014	29474
